TrendingID,TrendingDate,PeakRank,AppearancesOnChart,ConsecutiveAppearancesOnChart
1, 2024-02-29, 1, 6, 6,
2, 2024-02-22, 1, 6, 10,
3, 2024-02-15, 1, 6, 4,
4, 2024-02-08, 1, 6, 3,
5, 2024-02-01, 1, 6, 5,
6, 2024-01-25, 1, 6, 4,
7,2024-02-29,2,3,3,
8,2024-02-22,2,3,3,
9,2024-02-15,2,3,3,
10,2024-02-29,3,3,3,
11,2024-02-22,3,3,3,
12,2024-02-15,3,3,3,
13,2024-02-29,2,56,50,
14,2024-02-22,2,56,50,
15,2024-02-15,2,56,50,
16,2024-02-08,2,56,50,
17,2024-02-01,2,56,50,
18,2024-01-25,2,56,50,
19,2024-01-18,2,56,50,
20,2024-01-11,2,56,50,
21,2024-01-04,2,56,50,
22,2023-12-28,2,56,50,
23,2023-12-21,2,56,50,
24,2023-12-14,2,56,50,
25,2023-12-07,2,56,50,
26,2023-11-30,2,56,50,
27,2023-11-23,2,56,50,
28,2023-11-16,2,56,50,
29,2023-11-09,2,56,50,
30,2023-11-02,2,56,50,
31,2023-10-26,2,56,50,
32,2023-10-19,2,56,50,
33,2023-10-12,2,56,50,
34,2023-10-05,2,56,50,
35,2023-09-28,2,56,50,
36,2023-09-21,2,56,50,
37,2023-09-14,2,56,50,
38,2023-09-07,2,56,50,
39,2023-08-31,2,56,50,
40,2023-08-24,2,56,50,
41,2023-08-17,2,56,50,
42,2023-08-10,2,56,50,
43,2023-08-03,2,56,50,
44,2023-07-27,2,56,50,
45,2023-07-20,2,56,50,
46,2023-07-13,2,56,50,
47,2023-07-06,2,56,50,
48,2023-06-29,2,56,50,
49,2023-06-22,2,56,50,
50,2023-06-15,2,56,50,
51,2023-06-08,2,56,50,
52,2023-06-01,2,56,50,
53,2023-05-25,2,56,50,
54,2023-05-18,2,56,50,
55,2023-05-11,2,56,50,
56,2023-05-04,2,56,50,
57,2023-04-27,2,56,50,
58,2023-04-20,2,56,50,
59,2023-04-13,2,56,50,
60,2023-04-06,2,56,50,
61,2023-03-30,2,56,50,
62,2023-03-23,2,56,50,
63,2022-10-27,2,56,50,
64,2019-09-26,2,56,50,
65,2019-09-19,2,56,50,
66,2019-09-12,2,56,50,
67,2019-09-05,2,56,50,
68,2019-08-29,2,56,50,
69,2024-02-29,1,24,24,
70,2024-02-22,1,24,24,
71,2024-02-15,1,24,24,
72,2024-02-08,1,24,24,
73,2024-02-01,1,24,24,
74,2024-01-25,1,24,24,
75,2024-01-18,1,24,24,
76,2024-01-11,1,24,24,
77,2024-01-04,1,24,24,
78,2023-12-28,1,24,24,
79,2023-12-21,1,24,24,
80,2023-12-14,1,24,24,
81,2023-12-07,1,24,24,
82,2023-11-30,1,24,24,
83,2023-11-23,1,24,24,
84,2023-11-16,1,24,24,
85,2023-11-09,1,24,24,
86,2023-11-02,1,24,24,
87,2023-10-26,1,24,24,
88,2023-10-19,1,24,24,
89,2023-10-12,1,24,24,
90,2023-10-05,1,24,24,
91,2023-09-28,1,24,24,
92,2023-09-21,1,24,24,
93,2024-02-29,1,12,12,
94,2024-02-22,1,12,12,
95,2024-02-15,1,12,12,
96,2024-02-08,1,12,12,
97,2024-02-01,1,12,12,
98,2024-01-25,1,12,12,
99,2024-01-18,1,12,12,
100,2024-01-11,1,12,12,
101,2024-01-04,1,12,12,
102,2023-12-28,1,12,12,
103,2023-12-21,1,12,12,
104,2023-12-14,1,12,12,
105,2024-02-29,7,16,16,
106,2024-02-22,7,16,16,
107,2024-02-15,7,16,16,
108,2024-02-08,7,16,16,
109,2024-02-01,7,16,16,
110,2024-01-25,7,16,16,
111,2024-01-18,7,16,16,
112,2024-01-11,7,16,16,
113,2024-01-04,7,16,16,
114,2023-12-28,7,16,16,
115,2023-12-21,7,16,16,
116,2023-12-14,7,16,16,
117,2023-12-07,7,16,16,
118,2023-11-30,7,16,16,
119,2023-11-23,7,16,16,
120,2023-11-16,7,16,16,
121,2024-02-29,3,21,21,
122,2024-02-22,3,21,21,
123,2024-02-15,3,21,21,
124,2024-02-29,6,21,21,
125,2024-02-22,6,21,21,
126,2024-02-15,6,21,21,
127,2024-02-08,6,21,21,
128,2024-02-01,6,21,21,
129,2024-01-25,6,21,21,
130,2024-01-18,6,21,21,
131,2024-01-11,6,21,21,
132,2024-01-04,6,21,21,
133,2023-12-28,6,21,21,
134,2023-12-21,6,21,21,
135,2023-12-14,6,21,21,
136,2023-12-07,6,21,21,
137,2023-11-30,6,21,21,
138,2023-11-23,6,21,21,
139,2023-11-16,6,21,21,
140,2023-11-09,6,21,21,
141,2023-11-02,6,21,21,
142,2023-10-26,6,21,21,
143,2023-10-19,6,21,21,
144,2023-10-12,6,21,21,
145,2024-02-29,3,23,23,
146,2024-02-22,3,23,23,
147,2024-02-15,3,23,23,
148,2024-02-08,3,23,23,
149,2024-02-01,3,23,23,
150,2024-01-25,3,23,23,
151,2024-01-18,3,23,23,
152,2024-01-11,3,23,23,
153,2024-01-04,3,23,23,
154,2023-12-28,3,23,23,
155,2023-12-21,3,23,23,
156,2023-12-14,3,23,23,
157,2023-12-07,3,23,23,
158,2023-11-30,3,23,23,
159,2023-11-23,3,23,23,
160,2023-11-16,3,23,23,
161,2023-11-09,3,23,23,
162,2023-11-02,3,23,23,
163,2023-10-26,3,23,23,
164,2023-10-19,3,23,23,
165,2023-10-12,3,23,23,
166,2023-10-05,3,23,23,
167,2023-09-28,3,23,23,
168,2024-02-29,11,2,2,
169,2024-02-22,11,2,2,
170,2024-02-29,8,7,7,
171,2024-02-22,8,7,7,
172,2024-02-15,8,7,7,
173,2024-02-08,8,7,7,
174,2024-02-01,8,7,7,
175,2024-01-25,8,7,7,
176,2024-01-18,8,7,7,
177,2024-02-29,13,5,5,
178,2024-02-22,13,5,5,
179,2024-02-15,13,5,5,
180,2024-02-08,13,5,5,
181,2024-02-01,13,5,5,
182,2024-02-29,9,12,12,
183,2024-02-22,9,12,12,
184,2024-02-15,9,12,12,
185,2024-02-08,9,12,12,
186,2024-02-01,9,12,12,
187,2024-01-25,9,12,12,
188,2024-01-18,9,12,12,
189,2024-01-11,9,12,12,
190,2024-01-04,9,12,12,
191,2023-12-28,9,12,12,
192,2023-12-21,9,12,12,
193,2023-12-14,9,12,12,
194,2024-02-29,3,16,16,
195,2024-02-22,3,16,16,
196,2024-02-15,3,16,16,
197,2024-02-08,3,16,16,
198,2024-02-01,3,16,16,
199,2024-01-25,3,16,16,
200,2024-01-18,3,16,16,
201,2024-01-11,3,16,16,
202,2024-01-04,3,16,16,
203,2023-12-28,3,16,16,
204,2023-12-21,3,16,16,
205,2023-12-14,3,16,16,
206,2023-12-07,3,16,16,
207,2023-11-30,3,16,16,
208,2023-11-23,3,16,16,
209,2023-11-16,3,16,16,
210,2024-02-29,16,7,7,
211,2024-02-22,16,7,7,
212,2024-02-15,16,7,7,
213,2024-02-08,16,7,7,
214,2024-02-01,16,7,7,
215,2024-01-25,16,7,7,
216,2024-01-18,16,7,7,
217,2024-02-29,17,1,1,
218,2024-02-29,15,86,86,
219,2024-02-22,15,86,86,
220,2024-02-15,15,86,86,
221,2024-02-08,15,86,86,
222,2024-02-01,15,86,86,
223,2024-01-25,15,86,86,
224,2024-01-18,15,86,86,
225,2024-01-11,15,86,86,
226,2024-01-04,15,86,86,
227,2023-12-28,15,86,86,
228,2023-12-21,15,86,86,
229,2023-12-14,15,86,86,
230,2023-12-07,15,86,86,
231,2023-11-30,15,86,86,
232,2023-11-23,15,86,86,
233,2023-11-16,15,86,86,
234,2023-11-09,15,86,86,
235,2023-11-02,15,86,86,
236,2023-10-26,15,86,86,
237,2023-10-19,15,86,86,
238,2023-10-12,15,86,86,
239,2023-10-05,15,86,86,
240,2023-09-28,15,86,86,
241,2023-09-21,15,86,86,
242,2023-09-14,15,86,86,
243,2023-09-07,15,86,86,
244,2023-08-31,15,86,86,
245,2023-08-24,15,86,86,
246,2023-08-17,15,86,86,
247,2023-08-10,15,86,86,
248,2023-08-03,15,86,86,
249,2023-07-27,15,86,86,
250,2023-07-20,15,86,86,
251,2023-07-13,15,86,86,
252,2023-07-06,15,86,86,
253,2023-06-29,15,86,86,
254,2023-06-22,15,86,86,
255,2023-06-15,15,86,86,
256,2023-06-08,15,86,86,
257,2023-06-01,15,86,86,
258,2023-05-25,15,86,86,
259,2023-05-18,15,86,86,
260,2023-05-11,15,86,86,
261,2023-05-04,15,86,86,
262,2023-04-27,15,86,86,
263,2023-04-20,15,86,86,
264,2023-04-13,15,86,86,
265,2023-04-06,15,86,86,
266,2023-03-30,15,86,86,
267,2023-03-23,15,86,86,
268,2023-03-16,15,86,86,
269,2023-03-09,15,86,86,
270,2023-03-02,15,86,86,
271,2023-02-23,15,86,86,
272,2023-02-16,15,86,86,
273,2023-02-09,15,86,86,
274,2023-02-02,15,86,86,
275,2023-01-26,15,86,86,
276,2023-01-19,15,86,86,
277,2023-01-12,15,86,86,
278,2023-01-05,15,86,86,
279,2022-12-29,15,86,86,
280,2022-12-22,15,86,86,
281,2022-12-15,15,86,86,
282,2022-12-08,15,86,86,
283,2022-12-01,15,86,86,
284,2022-11-24,15,86,86,
285,2022-11-17,15,86,86,
286,2022-11-10,15,86,86,
287,2022-11-03,15,86,86,
288,2022-10-27,15,86,86,
289,2022-10-20,15,86,86,
290,2022-10-13,15,86,86,
291,2024-02-29,8,14,14,
292,2024-02-22,8,14,14,
293,2024-02-15,8,14,14,
294,2024-02-08,8,14,14,
295,2024-02-01,8,14,14,
296,2024-01-25,8,14,14,
297,2024-01-18,8,14,14,
298,2024-01-11,8,14,14,
299,2024-01-04,8,14,14,
300,2023-12-28,8,14,14,
301,2023-12-21,8,14,14,
302,2023-12-14,8,14,14,
303,2023-12-07,8,14,14,
304,2023-11-30,8,14,14,
305,2024-02-29,20,3,3,
306,2024-02-22,20,3,3,
307,2024-02-15,20,3,3,
308,2024-02-29,15,2,2,
309,2024-02-22,15,2,2,
310,2024-02-29,12,39,39,
311,2024-02-22,12,39,39,
312,2024-02-15,12,39,39,
313,2024-02-29,6,16,16,
314,2024-02-22,6,16,16,
315,2024-02-15,6,16,16,
316,2024-02-08,6,16,16,
317,2024-02-01,6,16,16,
318,2024-01-25,6,16,16,
319,2024-01-18,6,16,16,
320,2024-01-11,6,16,16,
321,2024-01-04,6,16,16,
322,2023-12-28,6,16,16,
323,2023-12-21,6,16,16,
324,2023-12-14,6,16,16,
325,2023-12-07,6,16,16,
326,2023-11-30,6,16,16,
327,2023-11-23,6,16,16,
328,2023-11-16,6,16,16,
329,2024-02-29,24,9,9,
330,2024-02-22,24,9,9,
331,2024-02-15,24,9,9,
332,2024-02-08,24,9,9,
333,2024-02-01,24,9,9,
334,2024-01-25,24,9,9,
335,2024-01-18,24,9,9,
336,2024-01-11,24,9,9,
337,2024-01-04,24,9,9,
338,2024-02-29,4,20,20,
339,2024-02-22,4,20,20,
340,2024-02-15,4,20,20,
341,2024-02-08,4,20,20,
342,2024-02-01,4,20,20,
343,2024-01-25,4,20,20,
344,2024-01-18,4,20,20,
345,2024-01-11,4,20,20,
346,2024-01-04,4,20,20,
347,2023-12-28,4,20,20,
348,2023-12-21,4,20,20,
349,2023-12-14,4,20,20,
350,2023-12-07,4,20,20,
351,2023-11-30,4,20,20,
352,2023-11-23,4,20,20,
353,2023-11-16,4,20,20,
354,2023-11-09,4,20,20,
355,2023-11-02,4,20,20,
356,2023-10-26,4,20,20,
357,2023-10-19,4,20,20,
358,2024-02-29,1,33,33,
359,2024-02-22,1,33,33,
360,2024-02-15,1,33,33,
361,2024-02-08,1,33,33,
362,2024-02-01,1,33,33,
363,2024-01-25,1,33,33,
364,2024-01-18,1,33,33,
365,2024-01-11,1,33,33,
366,2024-01-04,1,33,33,
367,2023-12-28,1,33,33,
368,2023-12-21,1,33,33,
369,2023-12-14,1,33,33,
370,2023-12-07,1,33,33,
371,2023-11-30,1,33,33,
372,2023-11-23,1,33,33,
373,2023-11-16,1,33,33,
374,2023-11-09,1,33,33,
375,2024-02-29,1,7,7,
376,2024-02-22,1,7,7,
377,2024-02-15,1,7,7,
378,2024-02-08,1,7,7,
379,2024-02-01,1,7,7,
380,2024-01-25,1,7,7,
381,2024-01-18,1,7,7,
382,2024-02-29,28,71,33,
383,2024-02-22,28,71,33,
384,2024-02-15,28,71,33,
385,2024-02-08,28,71,33,
386,2024-02-01,28,71,33,
387,2024-01-25,28,71,33,
388,2024-01-18,28,71,33,
389,2024-01-11,28,71,33,
390,2024-01-04,28,71,33,
391,2023-12-28,28,71,33,
392,2023-12-21,28,71,33,
393,2023-12-14,28,71,33,
394,2023-12-07,28,71,33,
395,2023-11-30,28,71,33,
396,2023-11-23,28,71,33,
397,2023-11-16,28,71,33,
398,2023-11-09,28,71,33,
399,2023-11-02,28,71,33,
400,2023-10-26,28,71,33,
401,2023-10-19,28,71,33,
402,2023-10-12,28,71,33,
403,2023-10-05,28,71,33,
404,2023-09-28,28,71,33,
405,2023-09-21,28,71,33,
406,2023-09-14,28,71,33,
407,2023-09-07,28,71,33,
408,2023-08-31,28,71,33,
409,2023-08-24,28,71,33,
410,2023-08-17,28,71,33,
411,2023-08-10,28,71,33,
412,2023-08-03,28,71,33,
413,2023-07-27,28,71,33,
414,2023-07-20,28,71,33,
415,2023-07-06,28,71,33,
416,2023-06-22,28,71,33,
417,2023-06-15,28,71,33,
418,2023-06-08,28,71,33,
419,2022-10-20,28,71,33,
420,2022-10-13,28,71,33,
421,2022-10-06,28,71,33,
422,2022-09-29,28,71,33,
423,2022-06-30,28,71,33,
424,2022-04-07,28,71,33,
425,2022-03-17,28,71,33,
426,2024-02-29,5,29,29,
427,2024-02-22,5,29,29,
428,2024-02-15,5,29,29,
429,2024-02-08,5,29,29,
430,2024-02-01,5,29,29,
431,2024-01-25,5,29,29,
432,2024-01-18,5,29,29,
433,2024-01-11,5,29,29,
434,2024-01-04,5,29,29,
435,2023-12-28,5,29,29,
436,2023-12-21,5,29,29,
437,2023-12-14,5,29,29,
438,2023-12-07,5,29,29,
439,2023-11-30,5,29,29,
440,2023-11-23,5,29,29,
441,2023-11-16,5,29,29,
442,2023-11-09,5,29,29,
443,2023-11-02,5,29,29,
444,2023-10-26,5,29,29,
445,2023-10-19,5,29,29,
446,2023-10-12,5,29,29,
447,2023-10-05,5,29,29,
448,2023-09-28,5,29,29,
449,2023-09-21,5,29,29,
450,2023-09-14,5,29,29,
451,2023-09-07,5,29,29,
452,2023-08-31,5,29,29,
453,2023-08-24,5,29,29,
454,2023-08-17,5,29,29,
455,2024-02-29,1,59,59,
456,2024-02-22,1,59,59,
457,2024-02-15,1,59,59,
458,2024-02-08,1,59,59,
459,2024-02-01,1,59,59,
460,2024-01-25,1,59,59,
461,2024-01-18,1,59,59,
462,2024-01-11,1,59,59,
463,2024-01-04,1,59,59,
464,2023-12-28,1,59,59,
465,2023-12-21,1,59,59,
466,2023-12-14,1,59,59,
467,2023-12-07,1,59,59,
468,2023-11-30,1,59,59,
469,2023-11-23,1,59,59,
470,2023-11-16,1,59,59,
471,2023-11-09,1,59,59,
472,2023-11-02,1,59,59,
473,2023-10-26,1,59,59,
474,2023-10-19,1,59,59,
475,2023-10-12,1,59,59,
476,2023-10-05,1,59,59,
477,2023-09-28,1,59,59,
478,2024-02-29,4,26,26,
479,2024-02-22,4,26,26,
480,2024-02-15,4,26,26,
481,2024-02-08,4,26,26,
482,2024-02-01,4,26,26,
483,2024-01-25,4,26,26,
484,2024-01-18,4,26,26,
485,2024-01-11,4,26,26,
486,2024-01-04,4,26,26,
487,2023-12-28,4,26,26,
488,2023-12-21,4,26,26,
489,2023-12-14,4,26,26,
490,2023-12-07,4,26,26,
491,2023-11-30,4,26,26,
492,2023-11-23,4,26,26,
493,2023-11-16,4,26,26,
494,2023-11-09,4,26,26,
495,2023-11-02,4,26,26,
496,2023-10-26,4,26,26,
497,2023-10-19,4,26,26,
498,2023-10-12,4,26,26,
499,2023-10-05,4,26,26,
500,2023-09-28,4,26,26,
501,2023-09-21,4,26,26,
502,2023-09-14,4,26,26,
503,2023-09-07,4,26,26,
504,2024-02-29,1,35,35,
505,2024-02-22,1,35,35,
506,2024-02-15,1,35,35,
507,2024-02-08,1,35,35,
508,2024-02-01,1,35,35,
509,2024-01-25,1,35,35,
510,2024-01-18,1,35,35,
511,2024-01-11,1,35,35,
512,2024-01-04,1,35,35,
513,2023-12-28,1,35,35,
514,2023-12-21,1,35,35,
515,2023-12-14,1,35,35,
516,2023-12-07,1,35,35,
517,2023-11-30,1,35,35,
518,2023-11-23,1,35,35,
519,2023-11-16,1,35,35,
520,2023-11-09,1,35,35,
521,2023-11-02,1,35,35,
522,2023-10-26,1,35,35,
523,2023-10-19,1,35,35,
524,2023-10-12,1,35,35,
525,2023-10-05,1,35,35,
526,2023-09-28,1,35,35,
527,2023-09-21,1,35,35,
528,2023-09-14,1,35,35,
529,2024-02-29,1,178,92,
530,2024-02-22,1,178,92,
531,2024-02-15,1,178,92,
532,2024-02-08,1,178,92,
533,2024-02-01,1,178,92,
534,2024-01-25,1,178,92,
535,2024-01-18,1,178,92,
536,2024-01-11,1,178,92,
537,2024-01-04,1,178,92,
538,2023-12-28,1,178,92,
539,2023-12-21,1,178,92,
540,2023-12-14,1,178,92,
541,2023-12-07,1,178,92,
542,2023-11-30,1,178,92,
543,2023-11-23,1,178,92,
544,2023-11-16,1,178,92,
545,2023-11-09,1,178,92,
546,2023-11-02,1,178,92,
547,2023-10-26,1,178,92,
548,2023-10-19,1,178,92,
549,2023-10-12,1,178,92,
550,2023-10-05,1,178,92,
551,2023-09-28,1,178,92,
552,2023-09-21,1,178,92,
553,2023-09-14,1,178,92,
554,2023-09-07,1,178,92,
555,2023-08-31,1,178,92,
556,2023-08-24,1,178,92,
557,2023-08-17,1,178,92,
558,2023-08-10,1,178,92,
559,2023-08-03,1,178,92,
560,2023-07-27,1,178,92,
561,2023-07-20,1,178,92,
562,2023-07-13,1,178,92,
563,2023-07-06,1,178,92,
564,2023-06-29,1,178,92,
565,2023-06-22,1,178,92,
566,2023-06-15,1,178,92,
567,2023-06-08,1,178,92,
568,2023-06-01,1,178,92,
569,2023-05-25,1,178,92,
570,2023-05-18,1,178,92,
571,2023-05-11,1,178,92,
572,2023-05-04,1,178,92,
573,2023-04-27,1,178,92,
574,2023-04-20,1,178,92,
575,2023-04-13,1,178,92,
576,2023-04-06,1,178,92,
577,2023-03-30,1,178,92,
578,2023-03-23,1,178,92,
579,2023-03-16,1,178,92,
580,2023-03-09,1,178,92,
581,2023-03-02,1,178,92,
582,2023-02-23,1,178,92,
583,2023-02-16,1,178,92,
584,2023-02-09,1,178,92,
585,2023-02-02,1,178,92,
586,2023-01-26,1,178,92,
587,2023-01-19,1,178,92,
588,2023-01-12,1,178,92,
589,2023-01-05,1,178,92,
590,2022-12-29,1,178,92,
591,2022-12-22,1,178,92,
592,2022-12-15,1,178,92,
593,2022-12-08,1,178,92,
594,2022-12-01,1,178,92,
595,2022-11-24,1,178,92,
596,2022-11-17,1,178,92,
597,2022-11-10,1,178,92,
598,2022-11-03,1,178,92,
599,2022-10-27,1,178,92,
600,2022-10-20,1,178,92,
601,2022-10-13,1,178,92,
602,2022-10-06,1,178,92,
603,2022-09-29,1,178,92,
604,2022-09-22,1,178,92,
605,2022-09-15,1,178,92,
606,2022-09-08,1,178,92,
607,2022-09-01,1,178,92,
608,2022-08-25,1,178,92,
609,2022-08-18,1,178,92,
610,2022-08-11,1,178,92,
611,2022-08-04,1,178,92,
612,2022-07-28,1,178,92,
613,2022-07-21,1,178,92,
614,2022-07-14,1,178,92,
615,2022-07-07,1,178,92,
616,2022-06-30,1,178,92,
617,2022-06-23,1,178,92,
618,2022-06-16,1,178,92,
619,2022-06-09,1,178,92,
620,2022-06-02,1,178,92,
621,2022-05-05,1,178,92,
622,2022-04-28,1,178,92,
623,2022-04-21,1,178,92,
624,2022-01-13,1,178,92,
625,2021-04-01,1,178,92,
626,2021-03-25,1,178,92,
627,2021-03-18,1,178,92,
628,2021-03-11,1,178,92,
629,2021-03-04,1,178,92,
630,2021-02-25,1,178,92,
631,2021-02-18,1,178,92,
632,2021-02-11,1,178,92,
633,2020-04-02,1,178,92,
634,2020-03-26,1,178,92,
635,2020-03-05,1,178,92,
636,2020-02-27,1,178,92,
637,2018-11-01,1,178,92,
638,2024-02-29,27,62,60,
639,2024-02-22,27,62,60,
640,2024-02-15,27,62,60,
641,2024-02-08,27,62,60,
642,2024-02-01,27,62,60,
643,2024-01-25,27,62,60,
644,2024-01-18,27,62,60,
645,2024-01-11,27,62,60,
646,2024-01-04,27,62,60,
647,2023-12-28,27,62,60,
648,2023-12-21,27,62,60,
649,2023-12-14,27,62,60,
650,2023-12-07,27,62,60,
651,2023-11-30,27,62,60,
652,2023-11-23,27,62,60,
653,2023-11-16,27,62,60,
654,2023-11-09,27,62,60,
655,2023-11-02,27,62,60,
656,2023-10-26,27,62,60,
657,2023-10-19,27,62,60,
658,2023-10-12,27,62,60,
659,2023-10-05,27,62,60,
660,2023-09-28,27,62,60,
661,2023-09-21,27,62,60,
662,2023-09-14,27,62,60,
663,2023-09-07,27,62,60,
664,2023-08-31,27,62,60,
665,2023-08-24,27,62,60,
666,2023-08-17,27,62,60,
667,2023-08-10,27,62,60,
668,2023-08-03,27,62,60,
669,2023-07-27,27,62,60,
670,2023-07-20,27,62,60,
671,2023-07-13,27,62,60,
672,2023-07-06,27,62,60,
673,2023-06-29,27,62,60,
674,2023-06-22,27,62,60,
675,2023-06-15,27,62,60,
676,2023-06-08,27,62,60,
677,2023-06-01,27,62,60,
678,2023-05-25,27,62,60,
679,2023-05-18,27,62,60,
680,2023-05-11,27,62,60,
681,2023-05-04,27,62,60,
682,2023-04-27,27,62,60,
683,2023-04-20,27,62,60,
684,2023-04-13,27,62,60,
685,2023-04-06,27,62,60,
686,2023-03-30,27,62,60,
687,2023-03-23,27,62,60,
688,2023-03-16,27,62,60,
689,2023-03-09,27,62,60,
690,2023-03-02,27,62,60,
691,2023-02-23,27,62,60,
692,2023-02-16,27,62,60,
693,2023-02-09,27,62,60,
694,2023-02-02,27,62,60,
695,2023-01-26,27,62,60,
696,2023-01-19,27,62,60,
697,2023-01-12,27,62,60,
698,2022-12-22,27,62,60,
699,2022-12-15,27,62,60,
700,2024-02-29,20,27,27,
701,2024-02-22,20,27,27,
702,2024-02-15,20,27,27,
703,2024-02-08,20,27,27,
704,2024-02-01,20,27,27,
705,2024-01-25,20,27,27,
706,2024-01-18,20,27,27,
707,2024-01-11,20,27,27,
708,2024-01-04,20,27,27,
709,2023-12-28,20,27,27,
710,2023-12-21,20,27,27,
711,2023-12-14,20,27,27,
712,2023-12-07,20,27,27,
713,2023-11-30,20,27,27,
714,2023-11-23,20,27,27,
715,2023-11-16,20,27,27,
716,2023-11-09,20,27,27,
717,2023-11-02,20,27,27,
718,2023-10-26,20,27,27,
719,2023-10-19,20,27,27,
720,2023-10-12,20,27,27,
721,2023-10-05,20,27,27,
722,2023-09-28,20,27,27,
723,2023-09-21,20,27,27,
724,2023-09-14,20,27,27,
725,2023-09-07,20,27,27,
726,2023-08-31,20,27,27,
727,2024-02-29,12,23,23,
728,2024-02-22,12,23,23,
729,2024-02-15,12,23,23,
730,2024-02-08,12,23,23,
731,2024-02-01,12,23,23,
732,2024-01-25,12,23,23,
733,2024-01-18,12,23,23,
734,2024-01-11,12,23,23,
735,2024-01-04,12,23,23,
736,2023-12-28,12,23,23,
737,2023-12-21,12,23,23,
738,2023-12-14,12,23,23,
739,2023-12-07,12,23,23,
740,2023-11-30,12,23,23,
741,2023-11-23,12,23,23,
742,2023-11-16,12,23,23,
743,2023-11-09,12,23,23,
744,2023-11-02,12,23,23,
745,2023-10-26,12,23,23,
746,2023-10-19,12,23,23,
747,2023-10-12,12,23,23,
748,2023-10-05,12,23,23,
749,2023-09-28,12,23,23,
750,2024-02-29,1,30,30,
751,2024-02-22,1,30,30,
752,2024-02-15,1,30,30,
753,2024-02-08,1,30,30,
754,2024-02-01,1,30,30,
755,2024-01-25,1,30,30,
756,2024-01-18,1,30,30,
757,2024-01-11,1,30,30,
758,2024-01-04,1,30,30,
759,2023-12-28,1,30,30,
760,2023-12-21,1,30,30,
761,2023-12-14,1,30,30,
762,2023-12-07,1,30,30,
763,2023-11-30,1,30,30,
764,2023-11-23,1,30,30,
765,2023-11-16,1,30,30,
766,2023-11-09,1,30,30,
767,2023-11-02,1,30,30,
768,2023-10-26,1,30,30,
769,2023-10-19,1,30,30,
770,2023-10-12,1,30,30,
771,2023-10-05,1,30,30,
772,2023-09-28,1,30,30,
773,2024-02-29,30,159,61,
774,2024-02-22,30,159,61,
775,2024-02-15,30,159,61,
776,2024-02-08,30,159,61,
777,2024-02-01,30,159,61,
778,2024-01-25,30,159,61,
779,2024-01-18,30,159,61,
780,2024-01-11,30,159,61,
781,2024-01-04,30,159,61,
782,2023-12-28,30,159,61,
783,2023-12-21,30,159,61,
784,2023-12-14,30,159,61,
785,2023-12-07,30,159,61,
786,2023-11-30,30,159,61,
787,2023-11-23,30,159,61,
788,2023-11-16,30,159,61,
789,2023-11-09,30,159,61,
790,2023-11-02,30,159,61,
791,2023-10-26,30,159,61,
792,2023-10-19,30,159,61,
793,2023-10-12,30,159,61,
794,2023-10-05,30,159,61,
795,2023-09-28,30,159,61,
796,2023-09-21,30,159,61,
797,2023-09-14,30,159,61,
798,2023-09-07,30,159,61,
799,2023-08-31,30,159,61,
800,2023-08-24,30,159,61,
801,2023-08-17,30,159,61,
802,2023-08-10,30,159,61,
803,2023-08-03,30,159,61,
804,2023-07-27,30,159,61,
805,2023-07-20,30,159,61,
806,2023-07-13,30,159,61,
807,2023-07-06,30,159,61,
808,2023-06-29,30,159,61,
809,2023-06-22,30,159,61,
810,2023-06-15,30,159,61,
811,2023-06-08,30,159,61,
812,2023-06-01,30,159,61,
813,2023-05-25,30,159,61,
814,2023-05-18,30,159,61,
815,2023-05-11,30,159,61,
816,2023-05-04,30,159,61,
817,2023-04-27,30,159,61,
818,2023-04-20,30,159,61,
819,2023-04-13,30,159,61,
820,2023-04-06,30,159,61,
821,2023-03-30,30,159,61,
822,2023-03-23,30,159,61,
823,2023-03-16,30,159,61,
824,2023-03-09,30,159,61,
825,2023-03-02,30,159,61,
826,2023-02-23,30,159,61,
827,2023-02-16,30,159,61,
828,2023-02-09,30,159,61,
829,2023-02-02,30,159,61,
830,2023-01-26,30,159,61,
831,2023-01-19,30,159,61,
832,2023-01-12,30,159,61,
833,2023-01-05,30,159,61,
834,2022-12-01,30,159,61,
835,2022-11-24,30,159,61,
836,2022-11-03,30,159,61,
837,2022-10-27,30,159,61,
838,2022-10-20,30,159,61,
839,2022-10-13,30,159,61,
840,2022-10-06,30,159,61,
841,2022-09-29,30,159,61,
842,2022-09-22,30,159,61,
843,2022-09-15,30,159,61,
844,2022-09-08,30,159,61,
845,2022-09-01,30,159,61,
846,2022-08-25,30,159,61,
847,2022-08-18,30,159,61,
848,2022-08-11,30,159,61,
849,2022-08-04,30,159,61,
850,2022-07-28,30,159,61,
851,2022-07-21,30,159,61,
852,2022-07-14,30,159,61,
853,2022-07-07,30,159,61,
854,2022-06-30,30,159,61,
855,2022-06-23,30,159,61,
856,2022-06-16,30,159,61,
857,2022-06-09,30,159,61,
858,2022-06-02,30,159,61,
859,2022-05-26,30,159,61,
860,2022-05-19,30,159,61,
861,2022-05-12,30,159,61,
862,2022-05-05,30,159,61,
863,2022-04-28,30,159,61,
864,2022-04-21,30,159,61,
865,2022-04-14,30,159,61,
866,2022-04-07,30,159,61,
867,2022-03-31,30,159,61,
868,2022-03-24,30,159,61,
869,2022-03-17,30,159,61,
870,2022-03-10,30,159,61,
