TrendingID,TrendingDate,PeakRank,AppearancesOnChart,ConsecutiveAppearancesOnChart
5675,2018-09-27,24,306,306,
5676,2018-09-20,24,306,306,
5677,2018-09-13,24,306,306,
5678,2018-09-06,24,306,306,
5679,2018-08-30,24,306,306,
5680,2018-08-23,24,306,306,
5681,2018-08-16,24,306,306,
5682,2018-08-09,24,306,306,
5683,2018-08-02,24,306,306,
5684,2018-07-26,24,306,306,
5685,2018-07-19,24,306,306,
5686,2018-07-12,24,306,306,
5687,2018-07-05,24,306,306,
5688,2018-06-28,24,306,306,
5689,2018-06-21,24,306,306,
5690,2018-06-14,24,306,306,
5691,2018-06-07,24,306,306,
5692,2018-05-31,24,306,306,
5693,2018-05-24,24,306,306,
5694,2018-05-17,24,306,306,
5695,2018-05-10,24,306,306,
5696,2018-05-03,24,306,306,
5697,2018-04-26,24,306,306,
5698,2024-02-29,76,136,111,
5699,2024-02-22,76,136,111,
5700,2024-02-15,76,136,111,
5701,2024-02-08,76,136,111,
5702,2024-02-01,76,136,111,
5703,2024-01-25,76,136,111,
5704,2024-01-18,76,136,111,
5705,2024-01-11,76,136,111,
5706,2024-01-04,76,136,111,
5707,2023-12-28,76,136,111,
5708,2023-12-21,76,136,111,
5709,2023-12-14,76,136,111,
5710,2023-12-07,76,136,111,
5711,2023-11-30,76,136,111,
5712,2023-11-23,76,136,111,
5713,2023-11-16,76,136,111,
5714,2023-11-09,76,136,111,
5715,2023-11-02,76,136,111,
5716,2023-10-26,76,136,111,
5717,2023-10-19,76,136,111,
5718,2023-10-12,76,136,111,
5719,2023-10-05,76,136,111,
5720,2023-09-28,76,136,111,
5721,2023-09-21,76,136,111,
5722,2023-09-14,76,136,111,
5723,2023-09-07,76,136,111,
5724,2023-08-31,76,136,111,
5725,2023-08-24,76,136,111,
5726,2023-08-17,76,136,111,
5727,2023-08-10,76,136,111,
5728,2023-08-03,76,136,111,
5729,2023-07-27,76,136,111,
5730,2023-07-20,76,136,111,
5731,2023-07-13,76,136,111,
5732,2023-07-06,76,136,111,
5733,2023-06-29,76,136,111,
5734,2023-06-22,76,136,111,
5735,2023-06-15,76,136,111,
5736,2023-06-08,76,136,111,
5737,2023-06-01,76,136,111,
5738,2023-05-25,76,136,111,
5739,2023-05-18,76,136,111,
5740,2023-05-11,76,136,111,
5741,2023-05-04,76,136,111,
5742,2023-04-27,76,136,111,
5743,2023-04-20,76,136,111,
5744,2023-04-13,76,136,111,
5745,2023-04-06,76,136,111,
5746,2023-03-30,76,136,111,
5747,2023-03-23,76,136,111,
5748,2023-03-16,76,136,111,
5749,2023-03-09,76,136,111,
5750,2023-03-02,76,136,111,
5751,2023-02-23,76,136,111,
5752,2023-02-16,76,136,111,
5753,2023-02-09,76,136,111,
5754,2023-02-02,76,136,111,
5755,2023-01-26,76,136,111,
5756,2023-01-19,76,136,111,
5757,2023-01-12,76,136,111,
5758,2023-01-05,76,136,111,
5759,2022-12-29,76,136,111,
5760,2022-12-22,76,136,111,
5761,2022-12-15,76,136,111,
5762,2022-12-08,76,136,111,
5763,2022-12-01,76,136,111,
5764,2022-11-24,76,136,111,
5765,2022-11-17,76,136,111,
5766,2022-11-10,76,136,111,
5767,2022-11-03,76,136,111,
5768,2022-10-27,76,136,111,
5769,2022-10-20,76,136,111,
5770,2022-10-13,76,136,111,
5771,2022-10-06,76,136,111,
5772,2022-09-29,76,136,111,
5773,2022-09-22,76,136,111,
5774,2022-09-15,76,136,111,
5775,2022-09-08,76,136,111,
5776,2022-09-01,76,136,111,
5777,2022-08-25,76,136,111,
5778,2022-08-18,76,136,111,
5779,2022-08-11,76,136,111,
5780,2022-08-04,76,136,111,
5781,2022-07-28,76,136,111,
5782,2022-07-21,76,136,111,
5783,2022-07-14,76,136,111,
5784,2022-07-07,76,136,111,
5785,2022-06-30,76,136,111,
5786,2022-06-23,76,136,111,
5787,2022-06-16,76,136,111,
5788,2022-06-09,76,136,111,
5789,2022-06-02,76,136,111,
5790,2022-05-26,76,136,111,
5791,2022-05-19,76,136,111,
5792,2022-05-12,76,136,111,
5793,2022-05-05,76,136,111,
5794,2022-04-28,76,136,111,
5795,2022-04-21,76,136,111,
5796,2022-04-14,76,136,111,
5797,2022-04-07,76,136,111,
5798,2022-03-31,76,136,111,
5799,2022-03-24,76,136,111,
5800,2022-03-17,76,136,111,
5801,2022-03-10,76,136,111,
5802,2022-03-03,76,136,111,
5803,2022-02-24,76,136,111,
5804,2022-02-17,76,136,111,
5805,2022-02-10,76,136,111,
5806,2022-02-03,76,136,111,
5807,2022-01-27,76,136,111,
5808,2022-01-20,76,136,111,
5809,2022-01-06,76,136,111,
5810,2024-02-29,100,36,24,
5811,2024-02-22,100,36,24,
5812,2024-02-15,100,36,24,
5813,2024-02-08,100,36,24,
5814,2024-02-01,100,36,24,
5815,2024-01-25,100,36,24,
5816,2024-01-18,100,36,24,
5817,2024-01-11,100,36,24,
5818,2024-01-04,100,36,24,
5819,2023-12-28,100,36,24,
5820,2023-12-21,100,36,24,
5821,2023-12-14,100,36,24,
5822,2023-12-07,100,36,24,
5823,2023-11-30,100,36,24,
5824,2023-11-23,100,36,24,
5825,2023-11-16,100,36,24,
5826,2023-11-09,100,36,24,
5827,2023-11-02,100,36,24,
5828,2023-10-26,100,36,24,
5829,2023-10-19,100,36,24,
5830,2023-10-12,100,36,24,
5831,2023-10-05,100,36,24,
5832,2023-09-28,100,36,24,
5833,2023-09-21,100,36,24,
5834,2023-06-01,100,36,24,
5835,2023-05-25,100,36,24,
5836,2023-05-18,100,36,24,
5837,2023-05-11,100,36,24,
5838,2023-05-04,100,36,24,
5839,2023-04-27,100,36,24,
5840,2023-04-20,100,36,24,
5841,2023-04-13,100,36,24,
5842,2023-04-06,100,36,24,
5843,2023-03-30,100,36,24,
5844,2023-03-23,100,36,24,
5845,2023-03-16,100,36,24,
5846,2024-02-29,80,71,51,
5847,2024-02-22,80,71,51,
5848,2024-02-15,80,71,51,
5849,2024-02-08,80,71,51,
5850,2024-02-01,80,71,51,
5851,2024-01-25,80,71,51,
5852,2024-01-18,80,71,51,
5853,2024-01-11,80,71,51,
5854,2024-01-04,80,71,51,
5855,2023-12-28,80,71,51,
5856,2023-12-21,80,71,51,
5857,2023-12-14,80,71,51,
5858,2023-12-07,80,71,51,
5859,2023-11-30,80,71,51,
5860,2023-11-23,80,71,51,
5861,2023-11-16,80,71,51,
5862,2023-11-09,80,71,51,
5863,2023-11-02,80,71,51,
5864,2023-10-26,80,71,51,
5865,2023-10-19,80,71,51,
5866,2023-10-12,80,71,51,
5867,2023-10-05,80,71,51,
5868,2023-09-28,80,71,51,
5869,2023-09-21,80,71,51,
5870,2023-09-14,80,71,51,
5871,2023-09-07,80,71,51,
5872,2023-08-31,80,71,51,
5873,2023-08-24,80,71,51,
5874,2023-08-17,80,71,51,
5875,2023-08-10,80,71,51,
5876,2023-08-03,80,71,51,
5877,2023-07-27,80,71,51,
5878,2023-07-20,80,71,51,
5879,2023-07-13,80,71,51,
5880,2023-07-06,80,71,51,
5881,2023-06-29,80,71,51,
5882,2023-06-22,80,71,51,
5883,2023-06-15,80,71,51,
5884,2023-06-08,80,71,51,
5885,2023-06-01,80,71,51,
5886,2023-05-25,80,71,51,
5887,2023-05-18,80,71,51,
5888,2023-05-11,80,71,51,
5889,2023-05-04,80,71,51,
5890,2023-04-27,80,71,51,
5891,2023-04-20,80,71,51,
5892,2023-04-13,80,71,51,
5893,2023-04-06,80,71,51,
5894,2023-03-30,80,71,51,
5895,2023-03-23,80,71,51,
5896,2023-03-16,80,71,51,
5897,2023-03-02,80,71,51,
5898,2023-02-23,80,71,51,
5899,2023-02-16,80,71,51,
5900,2023-02-09,80,71,51,
5901,2023-02-02,80,71,51,
5902,2023-01-26,80,71,51,
5903,2023-01-12,80,71,51,
5904,2023-01-05,80,71,51,
5905,2022-12-01,80,71,51,
5906,2022-11-24,80,71,51,
5907,2022-11-17,80,71,51,
5908,2022-11-10,80,71,51,
5909,2022-11-03,80,71,51,
5910,2022-10-27,80,71,51,
5911,2022-10-20,80,71,51,
5912,2022-10-13,80,71,51,
5913,2022-10-06,80,71,51,
5914,2022-09-29,80,71,51,
5915,2022-09-22,80,71,51,
5916,2022-09-15,80,71,51,
5917,2024-02-29,14,54,9,
5918,2024-02-22,14,54,9,
5919,2024-02-15,14,54,9,
5920,2024-02-08,14,54,9,
5921,2024-02-01,14,54,9,
5922,2024-01-25,14,54,9,
5923,2024-01-18,14,54,9,
5924,2024-01-11,14,54,9,
5925,2024-01-04,14,54,9,
5926,2023-12-14,14,54,9,
5927,2023-12-07,14,54,9,
5928,2023-11-30,14,54,9,
5929,2023-11-23,14,54,9,
5930,2023-11-16,14,54,9,
5931,2023-11-09,14,54,9,
5932,2023-11-02,14,54,9,
5933,2023-10-26,14,54,9,
5934,2023-10-19,14,54,9,
5935,2023-10-12,14,54,9,
5936,2023-10-05,14,54,9,
5937,2023-09-28,14,54,9,
5938,2023-09-21,14,54,9,
5939,2023-09-14,14,54,9,
5940,2023-09-07,14,54,9,
5941,2023-08-31,14,54,9,
5942,2023-08-24,14,54,9,
5943,2023-08-17,14,54,9,
5944,2023-08-10,14,54,9,
5945,2023-08-03,14,54,9,
5946,2023-07-27,14,54,9,
5947,2023-07-20,14,54,9,
5948,2023-07-13,14,54,9,
5949,2023-07-06,14,54,9,
5950,2023-06-29,14,54,9,
5951,2023-06-22,14,54,9,
5952,2023-06-15,14,54,9,
5953,2023-06-08,14,54,9,
5954,2023-06-01,14,54,9,
5955,2023-05-25,14,54,9,
5956,2023-05-18,14,54,9,
5957,2023-05-11,14,54,9,
5958,2023-05-04,14,54,9,
5959,2023-04-27,14,54,9,
5960,2023-04-20,14,54,9,
5961,2023-04-13,14,54,9,
5962,2023-04-06,14,54,9,
5963,2023-03-30,14,54,9,
5964,2023-03-23,14,54,9,
5965,2023-03-16,14,54,9,
5966,2023-03-09,14,54,9,
5967,2024-02-29,134,1,1,
5968,2024-02-29,60,9,9,
5969,2024-02-22,60,9,9,
5970,2024-02-15,60,9,9,
5971,2024-02-08,60,9,9,
5972,2024-02-01,60,9,9,
5973,2024-01-25,60,9,9,
5974,2024-01-18,60,9,9,
5975,2024-01-11,60,9,9,
5976,2024-01-04,60,9,9,
5977,2024-02-29,4,87,87,
5978,2024-02-22,4,87,87,
5979,2024-02-15,4,87,87,
5980,2024-02-08,4,87,87,
5981,2024-02-01,4,87,87,
5982,2024-01-25,4,87,87,
5983,2024-01-18,4,87,87,
5984,2024-01-11,4,87,87,
5985,2024-01-04,4,87,87,
5986,2023-12-28,4,87,87,
5987,2023-12-21,4,87,87,
5988,2023-12-14,4,87,87,
5989,2023-12-07,4,87,87,
5990,2023-11-30,4,87,87,
5991,2023-11-23,4,87,87,
5992,2023-11-16,4,87,87,
5993,2023-11-09,4,87,87,
5994,2023-11-02,4,87,87,
5995,2023-10-26,4,87,87,
5996,2023-10-19,4,87,87,
5997,2023-10-12,4,87,87,
5998,2023-10-05,4,87,87,
5999,2023-09-28,4,87,87,
6000,2023-09-21,4,87,87,
6001,2023-09-14,4,87,87,
6002,2023-09-07,4,87,87,
6003,2023-08-31,4,87,87,
6004,2023-08-24,4,87,87,
6005,2023-08-17,4,87,87,
6006,2023-08-10,4,87,87,
6007,2023-08-03,4,87,87,
6008,2023-07-27,4,87,87,
6009,2023-07-20,4,87,87,
6010,2023-07-13,4,87,87,
6011,2023-07-06,4,87,87,
6012,2023-06-29,4,87,87,
6013,2023-06-22,4,87,87,
6014,2023-06-15,4,87,87,
6015,2023-06-08,4,87,87,
6016,2023-06-01,4,87,87,
6017,2023-05-25,4,87,87,
6018,2023-05-18,4,87,87,
6019,2023-05-11,4,87,87,
6020,2023-05-04,4,87,87,
6021,2023-04-27,4,87,87,
6022,2023-04-20,4,87,87,
6023,2023-04-13,4,87,87,
6024,2023-04-06,4,87,87,
6025,2023-03-30,4,87,87,
6026,2023-03-23,4,87,87,
6027,2024-02-29,2,163,13,
6028,2024-02-22,2,163,13,
6029,2024-02-15,2,163,13,
6030,2024-02-08,2,163,13,
6031,2024-02-01,2,163,13,
6032,2024-01-25,2,163,13,
6033,2024-01-18,2,163,13,
6034,2024-01-11,2,163,13,
6035,2024-01-04,2,163,13,
6036,2023-12-28,2,163,13,
6037,2023-12-21,2,163,13,
6038,2023-12-14,2,163,13,
6039,2023-12-07,2,163,13,
6040,2023-10-26,2,163,13,
6041,2023-10-19,2,163,13,
6042,2023-10-12,2,163,13,
6043,2023-10-05,2,163,13,
6044,2023-09-28,2,163,13,
6045,2023-09-21,2,163,13,
6046,2023-09-14,2,163,13,
6047,2023-09-07,2,163,13,
6048,2023-08-31,2,163,13,
6049,2023-08-24,2,163,13,
6050,2023-08-17,2,163,13,
6051,2023-08-10,2,163,13,
6052,2023-08-03,2,163,13,
6053,2023-07-27,2,163,13,
6054,2023-07-20,2,163,13,
6055,2023-07-06,2,163,13,
6056,2023-06-29,2,163,13,
6057,2023-06-22,2,163,13,
6058,2023-06-15,2,163,13,
6059,2023-06-08,2,163,13,
6060,2023-06-01,2,163,13,
6061,2023-05-25,2,163,13,
6062,2023-05-18,2,163,13,
6063,2023-05-11,2,163,13,
6064,2023-05-04,2,163,13,
6065,2023-04-27,2,163,13,
6066,2023-04-20,2,163,13,
6067,2023-04-13,2,163,13,
6068,2023-04-06,2,163,13,
6069,2023-03-30,2,163,13,
6070,2023-03-23,2,163,13,
6071,2023-03-16,2,163,13,
6072,2023-03-09,2,163,13,
6073,2023-03-02,2,163,13,
6074,2023-02-23,2,163,13,
6075,2023-02-16,2,163,13,
6076,2023-02-09,2,163,13,
6077,2023-02-02,2,163,13,
6078,2023-01-26,2,163,13,
6079,2023-01-19,2,163,13,
6080,2023-01-12,2,163,13,
6081,2023-01-05,2,163,13,
6082,2022-12-29,2,163,13,
6083,2022-12-22,2,163,13,
6084,2022-12-15,2,163,13,
6085,2022-12-08,2,163,13,
6086,2022-12-01,2,163,13,
6087,2022-11-24,2,163,13,
6088,2022-11-17,2,163,13,
6089,2022-11-10,2,163,13,
6090,2022-11-03,2,163,13,
6091,2022-10-27,2,163,13,
6092,2022-10-20,2,163,13,
6093,2022-10-13,2,163,13,
6094,2022-10-06,2,163,13,
6095,2022-09-29,2,163,13,
6096,2022-09-22,2,163,13,
6097,2022-09-15,2,163,13,
6098,2022-09-08,2,163,13,
6099,2022-09-01,2,163,13,
6100,2022-08-25,2,163,13,
6101,2022-08-18,2,163,13,
6102,2022-08-11,2,163,13,
6103,2022-08-04,2,163,13,
6104,2022-07-28,2,163,13,
6105,2022-07-21,2,163,13,
6106,2022-07-14,2,163,13,
6107,2022-07-07,2,163,13,
6108,2022-06-30,2,163,13,
6109,2022-06-23,2,163,13,
6110,2022-06-16,2,163,13,
6111,2022-06-09,2,163,13,
6112,2022-06-02,2,163,13,
6113,2022-05-26,2,163,13,
6114,2022-05-19,2,163,13,
6115,2022-05-12,2,163,13,
6116,2022-05-05,2,163,13,
6117,2022-04-28,2,163,13,
6118,2022-04-21,2,163,13,
6119,2022-04-14,2,163,13,
6120,2022-04-07,2,163,13,
6121,2022-03-31,2,163,13,
6122,2022-03-24,2,163,13,
6123,2022-03-17,2,163,13,
6124,2022-03-10,2,163,13,
6125,2022-03-03,2,163,13,
6126,2022-02-24,2,163,13,
6127,2022-02-17,2,163,13,
6128,2022-02-10,2,163,13,
6129,2022-02-03,2,163,13,
6130,2022-01-27,2,163,13,
6131,2022-01-20,2,163,13,
6132,2022-01-13,2,163,13,
6133,2022-01-06,2,163,13,
6134,2021-12-30,2,163,13,
6135,2021-12-23,2,163,13,
6136,2021-12-16,2,163,13,
6137,2021-12-09,2,163,13,
6138,2021-12-02,2,163,13,
6139,2021-11-25,2,163,13,
6140,2021-11-18,2,163,13,
6141,2021-11-11,2,163,13,
6142,2021-11-04,2,163,13,
6143,2021-10-28,2,163,13,
6144,2021-10-21,2,163,13,
6145,2021-10-14,2,163,13,
6146,2021-10-07,2,163,13,
6147,2021-09-30,2,163,13,
6148,2021-09-23,2,163,13,
6149,2021-09-16,2,163,13,
6150,2021-09-09,2,163,13,
6151,2021-09-02,2,163,13,
6152,2021-08-26,2,163,13,
6153,2021-08-19,2,163,13,
6154,2021-08-12,2,163,13,
6155,2021-08-05,2,163,13,
6156,2021-07-29,2,163,13,
6157,2021-07-22,2,163,13,
6158,2021-07-15,2,163,13,
6159,2021-07-08,2,163,13,
6160,2021-07-01,2,163,13,
6161,2021-06-24,2,163,13,
6162,2021-06-17,2,163,13,
6163,2021-06-10,2,163,13,
6164,2021-06-03,2,163,13,
6165,2021-05-27,2,163,13,
6166,2021-05-20,2,163,13,
6167,2021-05-13,2,163,13,
6168,2021-05-06,2,163,13,
6169,2021-04-29,2,163,13,
6170,2021-04-22,2,163,13,
6171,2021-04-15,2,163,13,
6172,2021-04-08,2,163,13,
6173,2021-04-01,2,163,13,
6174,2021-03-25,2,163,13,
6175,2021-03-18,2,163,13,
6176,2021-03-11,2,163,13,
6177,2021-03-04,2,163,13,
6178,2021-02-25,2,163,13,
6179,2021-02-18,2,163,13,
6180,2021-02-11,2,163,13,
6181,2021-02-04,2,163,13,
6182,2021-01-28,2,163,13,
6183,2021-01-21,2,163,13,
6184,2021-01-14,2,163,13,
6185,2020-04-23,2,163,13,
6186,2020-04-16,2,163,13,
6187,2020-04-09,2,163,13,
6188,2020-04-02,2,163,13,
6189,2020-03-26,2,163,13,
6190,2024-02-29,5,21,21,
6191,2024-02-22,5,21,21,
6192,2024-02-15,5,21,21,
6193,2024-02-08,5,21,21,
6194,2024-02-01,5,21,21,
6195,2024-01-25,5,21,21,
6196,2024-01-18,5,21,21,
6197,2024-01-11,5,21,21,
6198,2024-01-04,5,21,21,
6199,2023-12-28,5,21,21,
6200,2023-12-21,5,21,21,
6201,2023-12-14,5,21,21,
6202,2023-12-07,5,21,21,
6203,2023-11-30,5,21,21,
6204,2023-11-23,5,21,21,
6205,2023-11-16,5,21,21,
6206,2023-11-09,5,21,21,
6207,2023-11-02,5,21,21,
6208,2023-10-26,5,21,21,
6209,2023-10-19,5,21,21,
6210,2023-10-12,5,21,21,
6211,2024-02-29,1,46,46,
6212,2024-02-22,1,46,46,
6213,2024-02-15,1,46,46,
6214,2024-02-08,1,46,46,
6215,2024-02-01,1,46,46,
6216,2024-01-25,1,46,46,
6217,2024-01-18,1,46,46,
6218,2024-01-11,1,46,46,
6219,2024-01-04,1,46,46,
6220,2023-12-28,1,46,46,
6221,2023-12-21,1,46,46,
6222,2023-12-14,1,46,46,
6223,2023-12-07,1,46,46,
6224,2023-11-30,1,46,46,
6225,2023-11-23,1,46,46,
6226,2023-11-16,1,46,46,
6227,2023-11-09,1,46,46,
6228,2023-11-02,1,46,46,
6229,2023-10-26,1,46,46,
6230,2023-10-19,1,46,46,
6231,2023-10-12,1,46,46,
6232,2023-10-05,1,46,46,
6233,2023-09-28,1,46,46,
6234,2023-09-21,1,46,46,
6235,2023-09-14,1,46,46,
6236,2023-09-07,1,46,46,
6237,2023-08-31,1,46,46,
6238,2024-02-29,7,34,34,
6239,2024-02-22,7,34,34,
6240,2024-02-15,7,34,34,
6241,2024-02-08,7,34,34,
6242,2024-02-01,7,34,34,
6243,2024-01-25,7,34,34,
6244,2024-01-18,7,34,34,
6245,2024-01-11,7,34,34,
6246,2024-01-04,7,34,34,
6247,2023-12-28,7,34,34,
6248,2023-12-21,7,34,34,
6249,2023-12-14,7,34,34,
6250,2023-12-07,7,34,34,
6251,2023-11-30,7,34,34,
6252,2023-11-23,7,34,34,
6253,2023-11-16,7,34,34,
6254,2023-11-09,7,34,34,
6255,2023-11-02,7,34,34,
6256,2023-10-26,7,34,34,
6257,2023-10-19,7,34,34,
6258,2023-10-12,7,34,34,
6259,2023-10-05,7,34,34,
6260,2023-09-28,7,34,34,
6261,2023-09-21,7,34,34,
6262,2023-09-14,7,34,34,
6263,2023-09-07,7,34,34,
6264,2023-08-31,7,34,34,
6265,2023-08-24,7,34,34,
6266,2023-08-17,7,34,34,
6267,2023-08-10,7,34,34,
6268,2023-08-03,7,34,34,
6269,2023-07-27,7,34,34,
6270,2023-07-20,7,34,34,
6271,2023-07-13,7,34,34,
6272,2024-02-29,2,65,65,
6273,2024-02-22,2,65,65,
6274,2024-02-15,2,65,65,
6275,2024-02-08,2,65,65,
6276,2024-02-01,2,65,65,
6277,2024-01-25,2,65,65,
6278,2024-01-18,2,65,65,
6279,2024-01-11,2,65,65,
6280,2024-01-04,2,65,65,
6281,2023-12-28,2,65,65,
6282,2023-12-21,2,65,65,
6283,2023-12-14,2,65,65,
6284,2023-12-07,2,65,65,
6285,2023-11-30,2,65,65,
6286,2023-11-23,2,65,65,
6287,2023-11-16,2,65,65,
6288,2023-11-09,2,65,65,
6289,2023-11-02,2,65,65,
6290,2023-10-26,2,65,65,
6291,2023-10-19,2,65,65,
6292,2023-10-12,2,65,65,
6293,2023-10-05,2,65,65,
6294,2023-09-28,2,65,65,
6295,2023-09-21,2,65,65,
6296,2023-09-14,2,65,65,
6297,2023-09-07,2,65,65,
6298,2023-08-31,2,65,65,
6299,2023-08-24,2,65,65,
6300,2023-08-17,2,65,65,
6301,2023-08-10,2,65,65,
6302,2023-08-03,2,65,65,
6303,2023-07-27,2,65,65,
6304,2023-07-20,2,65,65,
6305,2023-07-13,2,65,65,
6306,2023-07-06,2,65,65,
6307,2023-06-29,2,65,65,
6308,2023-06-22,2,65,65,
6309,2023-06-15,2,65,65,
6310,2023-06-08,2,65,65,
6311,2023-06-01,2,65,65,
6312,2023-05-25,2,65,65,
6313,2023-05-18,2,65,65,
6314,2023-05-11,2,65,65,
6315,2023-05-04,2,65,65,
6316,2023-04-27,2,65,65,
6317,2023-04-20,2,65,65,
6318,2023-04-13,2,65,65,
6319,2023-04-06,2,65,65,
6320,2023-03-30,2,65,65,
6321,2023-03-23,2,65,65,
6322,2023-03-16,2,65,65,
6323,2023-03-09,2,65,65,
6324,2023-03-02,2,65,65,
6325,2023-02-23,2,65,65,
6326,2023-02-16,2,65,65,
6327,2023-02-09,2,65,65,
6328,2023-02-02,2,65,65,
6329,2023-01-26,2,65,65,
6330,2023-01-19,2,65,65,
6331,2023-01-12,2,65,65,
6332,2023-01-05,2,65,65,
6333,2022-12-29,2,65,65,
6334,2022-12-22,2,65,65,
6335,2022-12-15,2,65,65,
6336,2022-12-08,2,65,65,
6337,2024-02-29,142,1,1,
6338,2024-02-29,99,13,11,
6339,2024-02-22,99,13,11,
6340,2024-02-15,99,13,11,
6341,2024-02-08,99,13,11,
6342,2024-02-01,99,13,11,
6343,2024-01-25,99,13,11,
6344,2024-01-18,99,13,11,
6345,2024-01-11,99,13,11,
6346,2024-01-04,99,13,11,
6347,2023-12-28,99,13,11,
6348,2023-12-21,99,13,11,
6349,2024-02-29,83,81,61,
6350,2024-02-22,83,81,61,
6351,2024-02-15,83,81,61,
6352,2024-02-08,83,81,61,
6353,2024-02-01,83,81,61,
6354,2024-01-25,83,81,61,
6355,2024-01-18,83,81,61,
6356,2024-01-11,83,81,61,
6357,2024-01-04,83,81,61,
6358,2023-12-28,83,81,61,
6359,2023-12-21,83,81,61,
6360,2023-12-14,83,81,61,
6361,2023-12-07,83,81,61,
6362,2023-11-30,83,81,61,
6363,2023-11-23,83,81,61,
6364,2023-11-16,83,81,61,
6365,2023-11-09,83,81,61,
6366,2023-11-02,83,81,61,
6367,2023-10-26,83,81,61,
6368,2023-10-19,83,81,61,
6369,2023-10-12,83,81,61,
6370,2023-10-05,83,81,61,
6371,2023-09-28,83,81,61,
6372,2023-09-21,83,81,61,
6373,2023-09-14,83,81,61,
6374,2023-09-07,83,81,61,
6375,2023-08-31,83,81,61,
6376,2023-08-24,83,81,61,
6377,2023-08-17,83,81,61,
6378,2023-08-10,83,81,61,
6379,2023-08-03,83,81,61,
6380,2023-07-27,83,81,61,
6381,2023-07-20,83,81,61,
6382,2023-07-13,83,81,61,
6383,2023-07-06,83,81,61,
6384,2023-06-29,83,81,61,
6385,2023-06-22,83,81,61,
6386,2023-06-15,83,81,61,
6387,2023-06-08,83,81,61,
6388,2023-06-01,83,81,61,
6389,2023-05-25,83,81,61,
6390,2023-05-18,83,81,61,
6391,2023-05-11,83,81,61,
6392,2023-05-04,83,81,61,
6393,2023-04-27,83,81,61,
6394,2023-04-20,83,81,61,
6395,2023-04-13,83,81,61,
6396,2023-04-06,83,81,61,
6397,2023-03-30,83,81,61,
6398,2023-03-23,83,81,61,
6399,2023-03-16,83,81,61,
6400,2023-03-09,83,81,61,
6401,2023-03-02,83,81,61,
6402,2023-02-23,83,81,61,
6403,2023-02-16,83,81,61,
6404,2023-02-09,83,81,61,
6405,2023-02-02,83,81,61,
6406,2023-01-26,83,81,61,
6407,2023-01-19,83,81,61,
6408,2023-01-12,83,81,61,
6409,2023-01-05,83,81,61,
6410,2022-12-08,83,81,61,
6411,2022-12-01,83,81,61,
6412,2022-11-24,83,81,61,
6413,2022-11-17,83,81,61,
6414,2022-11-10,83,81,61,
6415,2022-11-03,83,81,61,
6416,2022-10-27,83,81,61,
6417,2022-10-20,83,81,61,
6418,2022-10-13,83,81,61,
6419,2022-10-06,83,81,61,
6420,2022-09-29,83,81,61,
6421,2022-09-22,83,81,61,
6422,2022-09-15,83,81,61,
6423,2022-09-08,83,81,61,
6424,2022-09-01,83,81,61,
6425,2022-08-25,83,81,61,
6426,2022-08-18,83,81,61,
6427,2022-08-11,83,81,61,
6428,2022-08-04,83,81,61,
6429,2022-07-28,83,81,61,
6430,2024-02-29,24,72,72,
6431,2024-02-22,24,72,72,
6432,2024-02-15,24,72,72,
6433,2024-02-08,24,72,72,
6434,2024-02-01,24,72,72,
6435,2024-01-25,24,72,72,
6436,2024-01-18,24,72,72,
6437,2024-01-11,24,72,72,
6438,2024-01-04,24,72,72,
6439,2023-12-28,24,72,72,
6440,2023-12-21,24,72,72,
6441,2023-12-14,24,72,72,
6442,2023-12-07,24,72,72,
6443,2023-11-30,24,72,72,
6444,2023-11-23,24,72,72,
6445,2023-11-16,24,72,72,
6446,2023-11-09,24,72,72,
6447,2023-11-02,24,72,72,
6448,2023-10-26,24,72,72,
6449,2023-10-19,24,72,72,
6450,2023-10-12,24,72,72,
6451,2023-10-05,24,72,72,
6452,2023-09-28,24,72,72,
6453,2023-09-21,24,72,72,
6454,2023-09-14,24,72,72,
6455,2023-09-07,24,72,72,
6456,2023-08-31,24,72,72,
6457,2023-08-24,24,72,72,
6458,2023-08-17,24,72,72,
6459,2023-08-10,24,72,72,
6460,2023-08-03,24,72,72,
6461,2023-07-27,24,72,72,
6462,2023-07-20,24,72,72,
6463,2023-07-13,24,72,72,
6464,2023-07-06,24,72,72,
6465,2023-06-29,24,72,72,
6466,2023-06-22,24,72,72,
6467,2023-06-15,24,72,72,
6468,2023-06-08,24,72,72,
6469,2023-06-01,24,72,72,
6470,2023-05-25,24,72,72,
6471,2023-05-18,24,72,72,
6472,2023-05-11,24,72,72,
6473,2023-05-04,24,72,72,
6474,2023-04-27,24,72,72,
6475,2023-04-20,24,72,72,
6476,2023-04-13,24,72,72,
6477,2023-04-06,24,72,72,
6478,2023-03-30,24,72,72,
6479,2023-03-23,24,72,72,
6480,2023-03-16,24,72,72,
6481,2023-03-09,24,72,72,
6482,2023-03-02,24,72,72,
6483,2023-02-23,24,72,72,
6484,2023-02-16,24,72,72,
6485,2023-02-09,24,72,72,
6486,2023-02-02,24,72,72,
6487,2023-01-26,24,72,72,
6488,2023-01-19,24,72,72,
6489,2023-01-12,24,72,72,
6490,2023-01-05,24,72,72,
6491,2022-12-29,24,72,72,
6492,2022-12-22,24,72,72,
6493,2022-12-15,24,72,72,
6494,2022-12-08,24,72,72,
