TrendingID,TrendingDate,PeakRank,AppearancesOnChart,ConsecutiveAppearancesOnChart
1474,,97,7,7
1475,,44,70,68
1476,,3,36,36
1477,,150,1,1
1478,,111,2,2
1479,,3,8,8
1480,,52,28,1
1481,,14,7,7
1482,,8,7,7
1483,,30,9,9
1484,,28,9,9
1485,,45,32,1
1486,,53,4,4
1487,,15,7,7
1488,,1,151,2
1489,,86,1,1
1490,,10,2,2
1491,,56,16,16
1492,,111,1,1
1493,,128,2,2
1494,,135,1,1
1495,,152,1,1
1496,,24,5,5
1497,,173,2,1
1498,,8,7,7
1499,,9,34,34
1500,,6,108,13
1501,,11,6,6
1502,,15,52,1
1503,,25,1,1
1504,,28,1,1
1505,,30,1,1
1506,,38,1,1
1507,,49,1,1
1508,,61,1,1
1509,,68,1,1
1510,,87,1,1
1511,,89,1,1
1512,,96,1,1
1513,,30,2,2
1514,,19,5,5
1515,,13,5,5
1516,,16,5,5
1517,,158,3,3
1518,,9,41,41
1519,,194,1,1
1520,,40,7,1
1521,,43,1,1
1522,,95,1,1
1523,,173,1,1
1524,,148,3,3
1525,,141,2,2
1526,,77,4,4
1527,,22,4,4
1528,,171,3,1
1529,,55,58,1
1530,,33,15,15
1531,,69,1,1
1532,,71,1,1
1533,,74,1,1
1534,,75,1,1
1535,,86,1,1
1536,,97,1,1
1537,,115,1,1
1538,,121,1,1
1539,,2,55,55
1540,,21,6,6
1541,,37,5,5
1542,,177,1,1
1543,,117,7,7
1544,,191,1,1
1545,,51,9,9
1546,,93,7,7
1547,,149,5,5
1548,,3,3,3
1549,,31,3,3
1550,,8,3,3
1551,,9,30,30
1552,,17,3,3
1553,,130,2,2
1554,,42,11,11
1555,,23,33,33
1556,,149,5,1
1557,,1,146,1
1558,,21,3,3
1559,,52,41,1
1560,,11,3,3
1561,,59,5,5
1562,,89,6,6
1563,,17,38,10
1564,,11,48,2
1565,,48,28,28
1566,,21,9,9
1567,,14,2,2
1568,,38,16,16
1569,,24,2,2
1570,,14,5,5
1571,,29,88,8
1572,,44,39,1
1573,,67,8,8
1574,,29,2,2
1575,,91,2,2
1576,,183,1,1
1577,,4,10,10
1578,,29,4,4
1579,,71,12,12
1580,,135,6,1
1581,,22,2,2
1582,,29,14,1
1583,,1,7,7
1584,,20,1,1
1585,,27,1,1
1586,,41,1,1
1587,,53,1,1
1588,,54,1,1
1589,,61,1,1
1590,,73,1,1
1591,,76,1,1
1592,,79,1,1
1593,,109,1,1
1594,,44,2,2
1595,,57,2,2
1596,,140,1,1
1597,,32,4,4
1598,,50,2,2
1599,,179,1,1
1600,,186,1,1
1601,,50,18,18
1602,,70,5,5
1603,,5,63,63
1604,,30,7,7
1605,,5,13,13
1606,,29,11,1
1607,,36,12,12
1608,,123,1,1
1609,,10,41,41
1610,,48,2,2
1611,,159,1,1
1612,,14,30,13
1613,,131,3,3
1614,,175,1,1
1615,,19,10,10
1616,,3,25,25
1617,,82,5,5
1618,,187,1,1
1619,,65,8,8
1620,,44,10,10
1621,,38,39,39
1622,,8,20,20
1623,,48,8,8
1624,,41,156,3
1625,,2,4,4
1626,,61,1,1
1627,,85,1,1
1628,,86,1,1
1629,,23,29,29
1630,,131,1,1
1631,,75,9,9
1632,,139,1,1
1633,,69,14,14
1634,,58,14,14
1635,,36,11,11
1636,,67,17,15
1637,,97,2,2
1638,,32,11,11
1639,,10,35,35
1640,,32,29,29
1641,,58,6,6
1642,,36,13,13
1643,,180,1,1
1644,,7,28,28
1645,,62,54,3
1646,,80,40,21
1647,,190,1,1
1648,,1,91,91
1649,,51,23,3
1650,,19,43,43
1651,,110,158,5
1652,,99,1,1
1653,,56,3,3
1654,,14,41,2
1655,,17,16,16
1656,,45,20,20
1657,,32,20,6
1658,,92,13,13
1659,,184,1,1
1660,,45,55,17
1661,,1,79,79
1662,,22,26,6
1663,,156,3,3
1664,,196,1,1
1665,,96,1,1
1666,,71,2,2
1667,,97,4,4
1668,,80,3,3
1669,,14,15,15
1670,,55,15,12
1671,,142,5,1
1672,,176,4,1
1673,,36,38,37
1674,,138,10,10
1675,,189,1,1
1676,,72,14,14
1677,,139,3,3
1678,,72,14,14
1679,,74,5,5
1680,,39,5,5
1681,,4,35,35
1682,,103,1,1
1683,,7,25,25
1684,,112,1,1
1685,,45,3,3
1686,,124,4,4
1687,,10,5,1
1688,,72,13,13
1689,,148,2,2
1690,,37,8,8
1691,,1,22,22
1692,,70,19,1
1693,,68,13,13
1694,,42,38,6
1695,,3,197,21
1696,,40,31,31
1697,,2,5,5
1698,,13,5,5
1699,,131,1,1
1700,,45,5,5
1701,,115,3,3
1702,,43,13,11
1703,,114,2,2
1704,,80,4,3
1705,,33,15,15
1706,,60,9,6
1707,,72,2,2
1708,,83,1,1
1709,,91,1,1
1710,,44,2,2
1711,,65,2,2
1712,,102,5,5
1713,,58,8,8
1714,,164,1,1
1715,,166,1,1
1716,,29,5,5
1717,,23,13,13
1718,,111,2,1
1719,,24,30,30
1720,,181,2,2
1721,,12,22,13
1722,,14,28,28
1723,,193,1,1
1724,,189,2,2
1725,,72,1,1
1726,,77,1,1
1727,,3,11,11
1728,,128,2,2
1729,,152,1,1
1730,,165,1,1
1731,,110,12,12
1732,,18,3,3
1733,,83,4,4
1734,,56,10,10
1735,,186,1,1
1736,,110,16,12
1737,,19,122,122
1738,,9,45,2
1739,,5,47,47
1740,,44,7,7
1741,,10,5,5
1742,,108,8,8
1743,,113,8,8
1744,,83,10,10
1745,,41,36,36
1746,,19,15,15
1747,,89,8,8
1748,,3,22,1
1749,,2,180,1
1750,,5,26,1
1751,,9,72,72
1752,,23,59,1
1753,,104,1,1
1754,,114,1,1
1755,,130,1,1
1756,,5,53,53
1757,,64,9,9
1758,,53,20,5
1759,,113,2,1
1760,,147,6,6
1761,,153,4,4
1762,,181,5,5
1763,,20,4,4
1764,,16,24,3
1765,,54,6,4
1766,,106,11,11
1767,,200,1,1
1768,,105,1,1
1769,,129,1,1
1770,,66,15,15
1771,,57,3,3
1772,,75,10,1
1773,,53,8,8
1774,,27,4,4
1775,,119,6,6
1776,,107,4,1
1777,,44,26,26
1778,,186,2,1
1779,,86,3,3
1780,,55,13,13
1781,,31,33,33
1782,,14,36,36
1783,,9,5,5
1784,,32,14,1
1785,,30,26,9
1786,,52,6,6
1787,,59,7,5
1788,,45,11,11
1789,,27,3,3
1790,,8,16,16
1791,,84,7,7
1792,,93,7,7
1793,,72,17,17
1794,,66,14,14
1795,,118,6,4
1796,,23,17,17
1797,,13,83,8
1798,,15,25,25
1799,,8,40,40
1800,,122,1,1
1801,,48,2,2
1802,,100,4,1
1803,,51,12,12
1804,,1,96,1
1805,,178,5,5
1806,,192,1,1
1807,,197,1,1
1808,,79,1,1
1809,,80,1,1
1810,,111,1,1
1811,,112,1,1
1812,,125,1,1
1813,,89,7,7
1814,,144,1,1
1815,,70,2,2
1816,,151,1,1
1817,,113,17,17
1818,,180,1,1
1819,,181,1,1
1820,,3,43,6
1821,,35,29,29
1822,,161,4,4
1823,,153,3,3
1824,,5,23,23
1825,,11,5,5
1826,,15,51,51
1827,,4,14,14
1828,,19,2,2
1829,,17,4,4
1830,,45,8,8
1831,,72,3,3
1832,,107,1,1
1833,,112,5,5
1834,,181,1,1
1835,,7,217,2
1836,,110,5,5
1837,,90,17,17
1838,,3,55,55
1839,,192,1,1
1840,,9,36,36
1841,,171,5,5
1842,,103,9,9
1843,,67,13,13
1844,,56,10,10
1845,,35,2,2
1846,,90,1,1
1847,,111,2,2
1848,,42,22,4
1849,,23,3,3
1850,,13,3,3
1851,,79,10,10
1852,,61,11,4
1853,,57,17,17
1854,,26,3,3
1855,,33,2,2
1856,,14,2,2
1857,,79,3,3
1858,,81,1,1
1859,,22,2,2
1860,,113,1,1
1861,,26,2,2
1862,,25,2,2
1863,,8,47,3
1864,,135,3,3
1865,,41,35,4
1866,,52,30,3
1867,,27,1,1
1868,,28,1,1
1869,,35,1,1
1870,,54,1,1
1871,,55,1,1
1872,,62,1,1
1873,,92,1,1
1874,,94,1,1
1875,,135,1,1
1876,,141,1,1
1877,,146,1,1
1878,,160,1,1
1879,,7,21,2
1880,,99,9,9
1881,,108,5,5
1882,,93,8,8
1883,,84,20,20
1884,,106,7,7
1885,,124,10,10
1886,,40,24,1
1887,,28,4,4
1888,,11,71,1
1889,,72,10,2
1890,,128,8,3
1891,,10,35,1
1892,,33,5,5
1893,,69,20,1
1894,,48,24,1
1895,,39,20,1
1896,,3,97,1
1897,,94,3,3
1898,,51,71,1
1899,,14,8,1
1900,,76,17,1
1901,,34,19,1
1902,,36,84,1
1903,,12,26,5
1904,,76,6,2
1905,,99,7,2
1906,,199,1,1
1907,,18,6,6
1908,,56,2,2
1909,,2,30,30
1910,,78,1,1
1911,,82,1,1
1912,,99,1,1
1913,,109,1,1
1914,,35,21,21
1915,,114,1,1
1916,,133,1,1
1917,,157,2,2
1918,,167,1,1
1919,,9,4,4
1920,,125,4,4
1921,,41,1,1
1922,,2,29,29
1923,,2,68,68
1924,,115,1,1
1925,,12,3,3
1926,,5,22,22
1927,,142,1,1
1928,,2,40,2
1929,,84,16,16
1930,,11,3,3
1931,,5,32,1
1932,,38,11,10
1933,,74,3,1
1934,,119,24,1
1935,,18,4,4
1936,,94,14,14
1937,,23,23,23
1938,,23,2,2
1939,,21,2,2
1940,,58,6,6
1941,,16,2,2
1942,,41,6,6
1943,,13,3,3
1944,,39,7,7
1945,,31,2,2
1946,,33,9,8
1947,,30,2,2
1948,,125,3,3
1949,,11,3,3
1950,,141,4,4
1951,,46,8,8
1952,,192,1,1
1953,,33,1,1
1954,,43,1,1
1955,,41,2,2
1956,,27,2,2
1957,,13,3,3
1958,,74,2,2
1959,,129,1,1
1960,,21,2,2
1961,,135,1,1
1962,,33,2,2
1963,,148,1,1
1964,,163,2,1
1965,,157,2,2
1966,,32,18,18
1967,,31,2,2
1968,,30,2,2
1969,,49,2,2
1970,,78,9,9
1971,,1,5,5
1972,,39,1,1
1973,,42,1,1
1974,,50,1,1
1975,,51,1,1
1976,,54,1,1
1977,,58,1,1
1978,,59,1,1
1979,,62,1,1
1980,,68,1,1
1981,,70,1,1
1982,,73,1,1
1983,,78,1,1
1984,,80,1,1
1985,,81,1,1
1986,,83,1,1
1987,,86,1,1
1988,,87,1,1
1989,,94,1,1
1990,,33,5,1
1991,,105,1,1
1992,,109,1,1
1993,,113,1,1
1994,,127,1,1
1995,,24,17,17
1996,,136,1,1
1997,,146,1,1
1998,,115,7,7
1999,,168,1,1
2000,,29,2,2
2001,,4,10,1
2002,,18,10,10
2003,,2,11,11
2004,,195,1,1
2005,,133,4,3
2006,,75,13,13
2007,,21,1,1
2008,,30,2,2
2009,,5,36,36
2010,,63,1,1
2011,,57,6,6
2012,,78,1,1
2013,,94,3,3
2014,,109,45,45
2015,,85,16,16
2016,,125,6,6
2017,,50,9,9
2018,,165,1,1
2019,,167,4,4
2020,,90,5,5
2021,,132,11,11
2022,,129,19,5
2023,,58,23,23
2024,,5,11,11
2025,,178,1,1
2026,,84,5,5
2027,,55,12,12
2028,,57,2,2
2029,,2,65,65
2030,,1,143,1
2031,,111,13,13
2032,,62,1,1
2033,,30,5,1
2034,,84,1,1
2035,,1,135,8
2036,,119,1,1
2037,,127,1,1
2038,,126,4,4
2039,,131,1,1
2040,,84,4,4
2041,,28,3,3
2042,,147,1,1
2043,,166,1,1
2044,,167,3,3
2045,,152,4,1
2046,,136,6,6
2047,,180,1,1
2048,,120,8,8
2049,,185,1,1
2050,,160,8,6
2051,,192,1,1
2052,,196,1,1
2053,,92,7,7
2054,,35,17,17
2055,,6,7,7
2056,,3,18,18
2057,,72,2,2
2058,,61,4,4
2059,,78,3,3
2060,,88,14,2
2061,,149,1,1
2062,,51,2,2
2063,,149,2,2
2064,,88,7,7
2065,,124,7,7
2066,,34,15,2
2067,,183,3,3
2068,,187,1,1
2069,,103,2,2
2070,,48,3,3
2071,,116,2,2
2072,,96,5,5
2073,,191,2,2
2074,,65,16,16
2075,,10,10,10
2076,,114,1,1
2077,,124,13,1
2078,,65,15,15
2079,,118,2,2
2080,,166,1,1
2081,,174,1,1
2082,,39,7,1
2083,,144,7,7
2084,,7,46,46
2085,,3,3,3
2086,,88,1,1
2087,,124,1,1
2088,,34,8,8
2089,,57,16,16
2090,,5,32,32
2091,,33,17,17
2092,,161,2,2
2093,,19,7,7
2094,,87,11,11
2095,,32,39,39
2096,,34,32,32
2097,,129,6,1
2098,,193,1,1
2099,,56,23,23
2100,,63,9,9
2101,,157,2,2
2102,,198,1,1
2103,,9,25,25
2104,,82,7,7
2105,,121,2,1
2106,,6,5,5
2107,,144,5,5
2108,,9,20,20
2109,,12,6,6
2110,,84,2,2
2111,,31,22,22
2112,,46,20,20
2113,,6,31,31
2114,,166,7,1
2115,,83,8,8
2116,,145,4,4
2117,,79,7,7
2118,,140,7,7
2119,,196,1,1
2120,,152,102,2
2121,,91,4,4
2122,,4,12,12
2123,,5,5,5
2124,,19,5,5
2125,,38,2,2
2126,,12,5,5
2127,,124,1,1
2128,,129,5,5
2129,,33,5,5
2130,,20,4,4
2131,,104,13,13
2132,,98,6,6
2133,,152,9,9
2134,,2,60,3
2135,,121,5,5
2136,,171,2,2
2137,,18,12,12
2138,,26,35,35
2139,,19,18,1
2140,,192,3,3
2141,,50,1,1
2142,,57,1,1
2143,,54,5,1
2144,,71,1,1
2145,,80,1,1
2146,,84,1,1
2147,,94,1,1
2148,,104,1,1
2149,,134,1,1
2150,,15,3,3
2151,,174,1,1
2152,,21,6,6
2153,,12,3,3
2154,,29,14,14
2155,,2,8,8
2156,,1,25,25
2157,,16,2,2
2158,,17,2,2
2159,,22,2,2
2160,,10,3,3
2161,,114,1,1
2162,,26,2,2
2163,,136,1,1
2164,,34,2,2
2165,,31,2,2
2166,,113,6,6
2167,,27,2,2
2168,,30,2,2
2169,,16,3,3
2170,,111,10,10
2171,,33,25,25
2172,,30,4,4
2173,,7,31,31
2174,,37,1,1
2175,,9,15,15
2176,,40,1,1
2177,,42,1,1
2178,,36,2,2
2179,,44,10,10
2180,,50,1,1
2181,,57,1,1
2182,,78,1,1
2183,,3,34,34
2184,,26,2,2
2185,,33,12,12
2186,,28,2,2
2187,,37,2,2
2188,,34,2,2
2189,,118,1,1
2190,,30,2,2
2191,,135,1,1
2192,,125,10,10
2193,,50,2,2
2194,,45,2,2
2195,,53,3,3
2196,,71,4,1
2197,,43,2,2
2198,,41,2,2
2199,,29,2,2
2200,,128,12,1
2201,,162,5,5
2202,,52,1,1
2203,,56,1,1
2204,,57,1,1
2205,,68,1,1
2206,,76,1,1
2207,,78,1,1
2208,,83,1,1
2209,,84,1,1
2210,,90,1,1
2211,,101,1,1
2212,,108,1,1
2213,,121,1,1
2214,,127,1,1
2215,,46,12,12
2216,,20,16,16
2217,,157,1,1
2218,,159,1,1
2219,,75,4,4
2220,,168,1,1
2221,,139,5,5
2222,,180,1,1
2223,,78,13,13
2224,,55,18,18
2225,,128,3,1
2226,,89,8,8
2227,,145,3,3
2228,,2,40,40
2229,,1,72,72
2230,,19,17,17
2231,,56,16,16
2232,,78,1,1
2233,,81,1,1
2234,,105,1,1
2235,,33,4,4
2236,,36,5,5
2237,,25,5,1
2238,,131,7,7
2239,,33,11,11
2240,,42,24,24
2241,,12,15,14
2242,,165,1,1
2243,,103,9,9
2244,,162,3,3
2245,,144,4,4
2246,,4,47,3
2247,,174,2,2
2248,,5,43,43
2249,,177,1,1
2250,,154,5,5
2251,,182,1,1
2252,,25,43,43
2253,,19,39,1
2254,,99,4,4
2255,,166,5,5
2256,,116,2,1
2257,,1,55,55
2258,,194,1,1
2259,,195,2,2
2260,,85,9,9
2261,,110,13,13
2262,,19,8,8
2263,,58,11,11
2264,,19,6,6
2265,,113,1,1
2266,,128,2,2
2267,,140,1,1
2268,,19,15,15
2269,,110,16,16
2270,,83,5,5
2271,,71,4,4
2272,,75,13,13
2273,,59,14,14
2274,,2,34,3
2275,,6,50,49
2276,,4,79,79
2277,,4,27,27
2278,,136,16,1
2279,,7,59,59
2280,,14,28,28
2281,,19,21,21
2282,,7,1,1
2283,,37,3,3
2284,,35,2,2
2285,,107,1,1
2286,,113,1,1
2287,,15,9,2
2288,,43,2,2
2289,,38,2,2
2290,,162,1,1
2291,,4,12,2
2292,,90,20,20
2293,,11,12,12
2294,,146,3,3
2295,,60,10,10
2296,,5,14,2
2297,,49,2,2
2298,,94,3,3
2299,,67,1,1
2300,,75,1,1
2301,,87,1,1
2302,,106,1,1
2303,,116,1,1
2304,,120,1,1
2305,,158,1,1
2306,,80,6,6
2307,,5,33,33
2308,,40,66,3
2309,,120,6,5
2310,,80,9,9
2311,,59,19,19
2312,,100,3,3
2313,,80,42,27
2314,,19,3,3
2315,,89,1,1
2316,,99,2,1
2317,,141,1,1
2318,,103,5,5
2319,,68,6,6
2320,,121,5,5
2321,,13,10,10
2322,,110,2,2
2323,,65,2,2
2324,,72,2,2
2325,,100,9,1
2326,,181,3,1
2327,,45,29,29
2328,,191,1,1
2329,,64,3,3
2330,,149,5,5
2331,,8,71,71
2332,,197,1,1
2333,,58,8,8
2334,,199,1,1
2335,,2,2,2
2336,,5,2,2
2337,,66,1,1
2338,,87,1,1
2339,,116,1,1
2340,,127,1,1
2341,,129,1,1
2342,,76,4,1
2343,,150,1,1
2344,,159,1,1
2345,,22,4,4
2346,,105,4,4
2347,,17,12,12
2348,,180,1,1
2349,,13,15,15
2350,,175,4,3
2351,,12,98,98
2352,,15,7,7
2353,,193,1,1
2354,,71,3,3
2355,,79,11,11
2356,,122,5,4
2357,,75,19,19
2358,,1,104,104
2359,,60,6,6
2360,,22,22,22
2361,,4,29,1
2362,,28,22,22
2363,,17,24,24
2364,,164,1,1
2365,,22,8,8
2366,,167,1,1
2367,,169,2,2
2368,,80,5,5
2369,,181,2,2
2370,,184,1,1
2371,,187,1,1
2372,,183,4,3
2373,,71,13,13
2374,,95,13,13
2375,,100,8,8
2376,,101,1,1
2377,,55,2,2
2378,,132,1,1
2379,,135,4,4
2380,,40,2,2
2381,,76,3,3
2382,,152,2,2
2383,,101,3,1
2384,,72,10,10
2385,,25,4,4
2386,,4,10,10
2387,,189,1,1
2388,,8,37,37
2389,,55,17,17
2390,,11,33,33
2391,,32,36,36
2392,,81,8,8
2393,,101,4,4
2394,,43,2,2
2395,,47,1,1
2396,,59,1,1
2397,,63,1,1
2398,,69,1,1
2399,,73,1,1
2400,,82,1,1
2401,,85,1,1
2402,,108,1,1
2403,,132,1,1
2404,,141,1,1
2405,,165,1,1
2406,,168,1,1
2407,,50,3,3
2408,,176,1,1
2409,,179,1,1
2410,,138,3,3
2411,,10,49,49
2412,,1,55,55
2413,,2,5,5
2414,,3,11,11
2415,,31,7,7
2416,,38,2,2
2417,,97,1,1
2418,,59,6,6
2419,,17,30,30
2420,,146,1,1
2421,,112,3,3
2422,,11,6,6
2423,,6,6,6
2424,,66,2,2
2425,,1,80,80
2426,,31,19,19
2427,,155,15,4
2428,,6,25,25
2429,,39,45,26
2430,,1,90,90
2431,,7,65,65
2432,,2,44,1
2433,,175,2,1
2434,,23,19,19
2435,,2,147,1
2436,,84,9,4
2437,,84,3,1
2438,,71,4,4
2439,,106,1,1
2440,,124,1,1
2441,,128,1,1
2442,,59,18,18
2443,,166,1,1
2444,,36,26,26
2445,,179,1,1
2446,,181,1,1
2447,,2,31,31
2448,,12,29,29
2449,,108,6,6
2450,,39,6,6
2451,,54,4,4
2452,,195,1,1
2453,,1,55,3
2454,,3,9,9
2455,,34,14,14
2456,,97,1,1
2457,,117,1,1
2458,,2,90,90
2459,,126,1,1
2460,,134,1,1
2461,,10,4,4
2462,,72,5,5
2463,,27,8,8
2464,,71,3,3
2465,,21,35,35
2466,,127,2,2
2467,,185,1,1
2468,,3,33,33
2469,,96,10,10
2470,,2,2,2
2471,,170,1,1
2472,,105,7,7
2473,,48,88,1
2474,,175,1,1
2475,,3,45,2
2476,,82,10,10
2477,,8,68,1
2478,,4,37,37
2479,,200,1,1
2480,,3,19,19
2481,,15,3,3
2482,,95,1,1
2483,,25,5,1
2484,,106,1,1
2485,,53,5,1
2486,,118,1,1
2487,,18,2,2
2488,,67,2,2
2489,,134,1,1
2490,,137,1,1
2491,,69,4,4
2492,,84,2,2
2493,,27,2,2
2494,,2,12,12
2495,,154,4,4
2496,,91,9,9
2497,,195,1,1
2498,,64,10,10
2499,,198,1,1
2500,,199,1,1
2501,,127,2,1
2502,,1,1,1
2503,,7,7,7
2504,,1,19,19
2505,,25,1,1
2506,,30,1,1
2507,,32,1,1
2508,,36,2,1
2509,,48,1,1
2510,,55,1,1
2511,,59,8,8
2512,,34,3,3
2513,,92,3,3
2514,,87,10,10
2515,,148,7,7
2516,,182,5,4
2517,,58,19,19
2518,,110,10,2
2519,,5,31,31
2520,,77,10,10
2521,,38,79,21
2522,,21,1,1
2523,,47,2,2
2524,,101,2,2
2525,,109,4,4
2526,,2,76,3
2527,,169,1,1
2528,,115,9,9
2529,,19,26,26
2530,,71,28,28
2531,,3,70,70
2532,,184,1,1
2533,,7,44,44
2534,,164,11,11
2535,,82,12,12
2536,,66,10,10
2537,,18,95,75
2538,,199,1,1
2539,,53,12,12
2540,,72,1,1
2541,,113,1,1
2542,,7,40,1
2543,,122,1,1
2544,,127,1,1
2545,,53,4,4
2546,,137,1,1
2547,,10,8,8
2548,,20,5,5
2549,,9,122,1
2550,,63,4,4
2551,,33,5,5
2552,,100,11,11
2553,,94,5,5
2554,,37,31,31
2555,,9,6,6
2556,,150,1,1
2557,,33,24,24
2558,,18,33,33
2559,,137,13,13
2560,,62,28,28
2561,,5,76,76
2562,,7,23,23
2563,,6,53,1
2564,,1,163,18
2565,,193,1,1
2566,,9,84,2
2567,,73,11,11
2568,,45,15,15
2569,,72,1,1
2570,,75,1,1
2571,,107,14,14
2572,,186,1,1
2573,,3,19,19
2574,,7,39,1
2575,,18,18,18
2576,,54,1,1
2577,,68,1,1
2578,,80,1,1
2579,,84,1,1
2580,,51,3,3
2581,,93,1,1
2582,,102,1,1
2583,,114,1,1
2584,,119,1,1
2585,,139,1,1
2586,,146,1,1
2587,,147,1,1
2588,,148,1,1
2589,,40,25,25
2590,,15,32,32
2591,,192,1,1
2592,,195,1,1
2593,,153,2,2
2594,,2,2,2
2595,,30,8,8
2596,,21,26,26
2597,,51,2,2
2598,,132,1,1
2599,,26,4,4
2600,,160,3,1
2601,,88,31,31
2602,,91,12,12
2603,,180,1,1
2604,,30,37,37
2605,,28,3,3
2606,,2,48,48
2607,,120,15,15
2608,,97,10,10
2609,,75,5,5
2610,,37,3,3
2611,,15,37,1
2612,,45,18,18
2613,,4,7,7
2614,,75,2,2
2615,,118,1,1
2616,,128,2,2
2617,,49,2,2
2618,,44,2,2
2619,,3,73,73
2620,,34,29,29
2621,,61,2,2
2622,,181,1,1
2623,,17,4,4
2624,,97,9,9
2625,,105,14,14
2626,,57,2,2
2627,,22,29,1
2628,,181,3,3
2629,,1,33,33
2630,,3,22,22
2631,,60,1,1
2632,,74,1,1
2633,,73,6,6
2634,,152,1,1
2635,,82,18,18
2636,,138,2,1
2637,,37,31,31
2638,,40,9,9
2639,,25,26,26
2640,,3,72,72
2641,,182,3,3
2642,,141,13,13
2643,,8,2,2
2644,,6,11,11
2645,,4,26,26
2646,,5,22,22
2647,,109,1,1
2648,,121,1,1
2649,,56,2,2
2650,,168,1,1
2651,,86,12,12
2652,,6,60,1
2653,,149,52,5
2654,,9,63,6
2655,,12,37,37
2656,,123,26,11
2657,,198,1,1
2658,,4,38,38
2659,,200,1,1
2660,,17,6,6
2661,,55,3,3
2662,,153,1,1
2663,,158,1,1
2664,,64,2,2
2665,,166,1,1
2666,,170,1,1
2667,,54,7,7
2668,,175,1,1
2669,,180,1,1
2670,,24,25,25
2671,,91,26,26
2672,,152,23,10
2673,,61,26,2
2674,,112,28,10
2675,,74,1,1
2676,,40,6,6
2677,,45,13,13
2678,,38,2,2
2679,,25,23,23
2680,,42,12,1
2681,,8,3,3
2682,,46,19,19
2683,,35,27,27
2684,,2,70,10
2685,,1,172,1
2686,,185,1,1
2687,,4,121,9
2688,,33,12,9
2689,,5,54,2
2690,,49,22,22
2691,,20,5,2
2692,,86,9,9
2693,,140,1,1
2694,,144,1,1
2695,,12,21,21
2696,,50,5,5
2697,,62,17,9
2698,,173,5,5
2699,,128,3,1
2700,,177,7,7
2701,,37,25,25
2702,,14,5,1
2703,,1,90,9
2704,,8,17,17
2705,,20,4,1
2706,,14,32,32
2707,,83,11,11
2708,,17,15,15
2709,,22,32,32
2710,,61,13,13
2711,,151,7,1
2712,,2,134,5
2713,,58,128,1
2714,,2,46,46
2715,,167,2,2
2716,,9,46,8
2717,,152,98,1
2718,,24,66,7
2719,,28,4,4
2720,,76,15,15
2721,,27,4,4
2722,,19,3,3
2723,,152,1,1
2724,,157,4,1
2725,,89,2,2
2726,,14,26,26
2727,,175,1,1
2728,,140,4,4
2729,,167,2,2
2730,,162,3,3
2731,,4,28,1
2732,,20,15,15
2733,,12,123,6
2734,,174,3,1
2735,,47,25,25
2736,,99,3,3
2737,,176,1,1
2738,,55,4,4
2739,,103,12,4
2740,,45,20,20
2741,,83,4,4
2742,,13,38,38
2743,,137,1,1
2744,,132,9,9
2745,,90,4,3
2746,,66,2,2
2747,,121,7,7
2748,,42,17,4
2749,,190,3,1
2750,,116,8,5
2751,,10,7,7
2752,,37,35,5
2753,,73,6,6
2754,,138,1,1
2755,,177,1,1
2756,,42,11,11
2757,,108,4,4
2758,,191,1,1
2759,,41,39,4
2760,,6,15,4
2761,,17,31,4
2762,,46,12,12
2763,,82,1,1
2764,,45,17,17
2765,,67,13,13
2766,,158,1,1
2767,,168,1,1
2768,,53,5,1
2769,,21,7,7
2770,,65,10,10
2771,,17,25,2
2772,,188,1,1
2773,,190,1,1
2774,,117,10,3
2775,,5,19,3
2776,,22,32,2
2777,,76,8,2
2778,,149,1,1
2779,,15,4,4
2780,,13,44,1
2781,,171,2,2
2782,,2,117,1
2783,,61,39,1
2784,,183,2,2
2785,,49,4,4
2786,,27,55,1
2787,,68,8,1
2788,,158,5,1
2789,,114,1,1
2790,,54,3,3
2791,,166,11,1
2792,,197,1,1
2793,,107,1,1
2794,,22,2,2
2795,,19,2,2
2796,,74,7,1
2797,,113,3,1
2798,,140,1,1
2799,,150,1,1
2800,,94,6,1
2801,,160,1,1
2802,,145,3,1
2803,,78,4,1
2804,,163,2,1
2805,,24,2,2
2806,,197,1,1
2807,,28,1,1
2808,,34,1,1
2809,,38,1,1
2810,,39,1,1
2811,,43,1,1
2812,,45,1,1
2813,,53,1,1
2814,,57,1,1
2815,,70,1,1
2816,,74,1,1
2817,,97,1,1
2818,,126,1,1
2819,,129,1,1
2820,,139,1,1
2821,,147,1,1
2822,,152,1,1
2823,,17,3,3
2824,,183,1,1
2825,,185,1,1
2826,,74,1,1
2827,,104,1,1
2828,,62,7,7
2829,,138,1,1
2830,,15,24,24
2831,,29,2,2
2832,,167,1,1
2833,,18,3,3
2834,,46,14,14
2835,,9,39,2
2836,,43,2,2
2837,,60,17,1
2838,,180,2,2
2839,,35,5,5
2840,,7,2,2
2841,,41,1,1
2842,,44,1,1
2843,,48,1,1
2844,,53,1,1
2845,,12,9,9
2846,,59,1,1
2847,,63,1,1
2848,,35,12,2
2849,,66,1,1
2850,,15,16,2
2851,,16,2,2
2852,,24,2,2
2853,,26,2,2
2854,,27,2,2
2855,,151,5,1
2856,,171,1,1
2857,,172,1,1
2858,,157,5,5
2859,,63,24,1
2860,,1,4,4
2861,,11,1,1
2862,,3,50,50
2863,,14,15,15
2864,,78,1,1
2865,,105,1,1
2866,,124,1,1
2867,,82,11,11
2868,,139,1,1
